CoverageID,MaterialID,Domain,Status,Manufacturer count,Finding
C00486,M043,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00487,M043,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00488,M043,Moisture / environmental,Evidence recorded,Not applicable,"5 exposure, solubility or moisture record(s) from this material's own sources. Test conditions are rarely stated; not a chemical design limit."
C00493,M044,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00494,M044,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00503,M045,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00504,M045,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00505,M045,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00506,M045,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00507,M045,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00513,M046,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00514,M046,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00515,M046,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00517,M046,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00523,M047,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00524,M047,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00533,M048,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00534,M048,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00535,M048,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00536,M048,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00537,M048,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00538,M048,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00540,M048,Canadian price,Evidence recorded,Not applicable,"2 in-stock regular-price observation(s), before tax/shipping"
C00543,M049,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00544,M049,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00545,M049,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00546,M049,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00550,M049,Canadian price,Evidence recorded,Not applicable,"1 in-stock regular-price observation(s), before tax/shipping"
C00553,M050,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00554,M050,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00555,M050,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00556,M050,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00557,M050,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00558,M050,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00560,M050,Canadian price,Evidence recorded,Not applicable,"2 in-stock regular-price observation(s), before tax/shipping"
C00563,M051,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00564,M051,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00565,M051,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00566,M051,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00567,M051,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00568,M051,Moisture / environmental,Evidence recorded,Not applicable,"5 exposure, solubility or moisture record(s) from this material's own sources. Test conditions are rarely stated; not a chemical design limit."
C00570,M051,Canadian price,Evidence recorded,Not applicable,"1 in-stock regular-price observation(s), before tax/shipping"
C00573,M052,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00574,M052,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00575,M052,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00578,M052,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00582,M053,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00583,M053,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00584,M053,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00585,M053,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00586,M053,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00587,M053,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00592,M054,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00593,M054,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00594,M054,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00595,M054,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00596,M054,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00602,M055,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00603,M055,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00612,M056,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00613,M056,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00622,M057,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00623,M057,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00624,M057,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00625,M057,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00626,M057,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00627,M057,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00632,M058,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00633,M058,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00642,M059,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00643,M059,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00644,M059,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00645,M059,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00646,M059,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00652,M060,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00653,M060,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00662,M061,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00663,M061,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00672,M062,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00673,M062,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00682,M063,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00683,M063,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00692,M064,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00693,M064,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00695,M064,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00696,M064,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00702,M065,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00703,M065,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00704,M065,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00705,M065,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00712,M066,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00713,M066,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00714,M066,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00715,M066,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00716,M066,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00722,M067,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00723,M067,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00724,M067,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00725,M067,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00726,M067,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00727,M067,Moisture / environmental,Evidence recorded,Not applicable,"5 exposure, solubility or moisture record(s) from this material's own sources. Test conditions are rarely stated; not a chemical design limit."
C00729,M067,Canadian price,Evidence recorded,Not applicable,"1 in-stock regular-price observation(s), before tax/shipping"
C00732,M068,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00733,M068,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00734,M068,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00741,M069,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00742,M069,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00743,M069,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00744,M069,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00745,M069,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00752,M070,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00753,M070,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00754,M070,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00755,M070,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00756,M070,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00757,M070,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00759,M070,Canadian price,Evidence recorded,Not applicable,"2 in-stock regular-price observation(s), before tax/shipping"
C00762,M071,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00763,M071,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00764,M071,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00765,M071,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00766,M071,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00772,M072,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00773,M072,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00774,M072,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00775,M072,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00776,M072,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00782,M073,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00783,M073,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00784,M073,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00785,M073,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00786,M073,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00787,M073,Moisture / environmental,Evidence recorded,Not applicable,"7 exposure, solubility or moisture record(s) from this material's own sources. Test conditions are rarely stated; not a chemical design limit."
C00789,M073,Canadian price,Evidence recorded,Not applicable,"2 in-stock regular-price observation(s), before tax/shipping"
C00792,M074,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00793,M074,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00794,M074,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00795,M074,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00796,M074,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00802,M075,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00803,M075,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00804,M075,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00806,M075,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00807,M075,Moisture / environmental,Evidence recorded,Not applicable,"7 exposure, solubility or moisture record(s) from this material's own sources. Test conditions are rarely stated; not a chemical design limit."
C00809,M075,Canadian price,Evidence recorded,Not applicable,"1 in-stock regular-price observation(s), before tax/shipping"
C00813,M076,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00814,M076,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00815,M076,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00816,M076,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00817,M076,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00824,M077,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00825,M077,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00834,M078,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00835,M078,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00836,M078,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00838,M078,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00839,M078,Moisture / environmental,Evidence recorded,Not applicable,"5 exposure, solubility or moisture record(s) from this material's own sources. Test conditions are rarely stated; not a chemical design limit."
C00841,M078,Canadian price,Evidence recorded,Not applicable,"2 in-stock regular-price observation(s), before tax/shipping"
C00845,M079,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00846,M079,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00847,M079,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00849,M079,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00850,M079,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00852,M079,Canadian price,Evidence recorded,Not applicable,"1 in-stock regular-price observation(s), before tax/shipping"
C00856,M080,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00857,M080,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00858,M080,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00860,M080,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00861,M080,Moisture / environmental,Evidence recorded,Not applicable,"5 exposure, solubility or moisture record(s) from this material's own sources. Test conditions are rarely stated; not a chemical design limit."
C00867,M081,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00868,M081,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00869,M081,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00870,M081,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00871,M081,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00872,M081,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00874,M081,Canadian price,Evidence recorded,Not applicable,"1 in-stock regular-price observation(s), before tax/shipping"
C00877,M082,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00878,M082,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00880,M082,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00881,M082,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00887,M083,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00888,M083,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00889,M083,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00890,M083,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00891,M083,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00897,M084,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00898,M084,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00900,M084,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00901,M084,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00907,M085,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00908,M085,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00909,M085,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00910,M085,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00918,M086,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00919,M086,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00920,M086,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00921,M086,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00922,M086,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00923,M086,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00928,M087,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00929,M087,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00933,M087,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00938,M088,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00939,M088,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00940,M088,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00941,M088,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00942,M088,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00945,M088,Canadian price,Evidence recorded,Not applicable,"1 in-stock regular-price observation(s), before tax/shipping"
C00948,M089,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00949,M089,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00953,M089,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00957,M090,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00958,M090,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00960,M090,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00961,M090,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00962,M090,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00967,M091,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00968,M091,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00976,M092,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00977,M092,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00985,M093,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00986,M093,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00987,M093,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00988,M093,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00989,M093,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C00990,M093,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C00995,M094,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C00996,M094,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C00997,M094,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C00998,M094,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C00999,M094,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C01000,M094,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C01005,M095,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C01006,M095,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C01007,M095,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C01008,M095,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C01009,M095,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C01010,M095,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C01015,M096,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C01016,M096,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C01017,M096,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C01018,M096,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C01019,M096,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C01026,M097,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C01027,M097,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C01028,M097,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C01029,M097,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C01030,M097,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C01031,M097,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C01037,M098,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C01038,M098,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C01039,M098,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C01040,M098,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C01041,M098,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C01048,M099,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C01049,M099,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C01050,M099,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C01051,M099,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C01052,M099,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C01053,M099,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C01059,M100,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C01060,M100,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C01061,M100,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C01062,M100,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
